customer_id,recency,frequency,monetary,R,F,M,RFM_Score,RFM_Total,Segment,region,age,gender,segment,CLV,Churn_Probability
GM04186,29,18,10624.84,5,5,5,555,15,Champions,North America,22,F,Standard,7118.59,6.450685499846692e-06
GM04187,555,3,466.06,1,1,1,111,3,Lost,Europe,23,M,Budget,338.95,0.999999999999976
GM04188,19,10,3979.9,5,3,3,533,11,Loyal Customers,North America,48,F,Standard,2627.21,3.410793705205807e-06
GM04189,57,19,9678.17,4,5,4,454,13,Champions,North America,33,F,Standard,6544.77,6.703226289022946e-05
GM04190,131,6,834.61,2,2,2,222,6,Potential Loyalists,North America,48,F,Budget,567.36,0.036071761565690315
GM04191,118,18,8405.55,2,5,4,254,11,At Risk,North America,42,F,Standard,5710.27,0.008501306356630385
GM04192,137,9,3570.23,2,3,3,233,8,Potential Loyalists,Southeast Asia,65,M,Standard,2326.82,0.04790810770418908
GM04193,43,3,695.1700000000001,4,1,2,412,7,Recent Customers,MENA,63,M,Budget,430.17,3.034270971902546e-05
GM04194,181,14,6893.53,2,4,4,244,10,At Risk,North America,50,F,Standard,4674.88,0.6359214421606899
GM04195,68,10,5724.67,3,3,4,334,10,Potential Loyalists,North America,30,M,Standard,3925.78,0.00017135466479724612
GM04196,14,13,8086.84,5,4,4,544,13,Champions,Europe,69,M,Standard,5325.31,2.220670649444491e-06
GM04197,117,5,2050.89,2,2,2,222,6,Potential Loyalists,Central Asia,27,M,Standard,1377.92,0.01266018379017936
GM04198,31,23,37395.89,5,5,5,555,15,Champions,Europe,41,M,Premium,25124.65,1.512110409420234e-05
GM04199,73,8,2889.1,3,3,2,332,8,Potential Loyalists,MENA,27,M,Standard,2048.94,0.0002864265973310615
GM04200,50,16,7787.96,4,4,4,444,12,Loyal Customers,North America,58,F,Standard,5093.41,3.818442895540079e-05
GM04201,192,3,277.93,2,1,1,211,4,Potential Loyalists,North America,48,M,Budget,198.4,0.85888413555524
GM04202,88,11,3528.21,3,3,3,333,9,Potential Loyalists,Europe,30,F,Standard,2340.15,0.0009923959479485928
GM04203,24,5,630.28,5,2,1,521,8,Recent Customers,Europe,20,F,Budget,398.69,6.277660220468228e-06
GM04204,32,18,6231.02,4,5,4,454,13,Champions,Southeast Asia,67,M,Standard,4297.7,8.201539328794105e-06
GM04205,701,1,0.0,1,1,1,111,3,Lost,Central Asia,69,M,Budget,0.0,1.0
GM04206,22,17,6650.16,5,4,4,544,13,Champions,MENA,51,M,Standard,4678.83,4.130392267143239e-06
GM04207,140,7,3827.25,2,3,3,233,8,Potential Loyalists,North America,66,M,Standard,2733.09,0.05596392050599835
GM04208,65,10,3334.49,3,3,3,333,9,Potential Loyalists,MENA,45,M,Standard,2172.47,0.00014647146323090956
GM04209,24,11,4057.49,5,3,3,533,11,Loyal Customers,Central Asia,36,M,Standard,2667.82,5.544187314325806e-06
GM04210,39,15,8277.85,4,4,4,444,12,Loyal Customers,Central Asia,40,F,Standard,5701.43,1.7352512097951127e-05
GM04211,68,15,6967.44,3,4,4,344,11,Potential Loyalists,Central Asia,62,F,Standard,4805.33,0.000189767480175082
GM04212,33,2,400.55,4,1,1,411,6,Recent Customers,North America,49,M,Budget,253.31,1.4462986266064133e-05
GM04213,278,2,73.42,1,1,1,111,3,Lost,MENA,30,M,Budget,48.54,0.9998649988151506
GM04214,193,2,339.28,2,1,1,211,4,Potential Loyalists,Europe,50,F,Budget,236.88,0.8710091992095973
GM04215,68,19,5578.33,3,5,3,353,11,Potential Loyalists,North America,51,F,Standard,3580.95,0.00014821315662995205
GM04216,50,4,395.22,4,2,1,421,7,Recent Customers,North America,50,F,Budget,259.79,5.574236735963748e-05
GM04217,625,2,245.27,1,1,1,111,3,Lost,Central Asia,22,F,Budget,178.38,1.0
GM04218,74,3,953.8800000000001,3,1,2,312,6,Potential Loyalists,MENA,20,M,Standard,573.33,0.000554717845359007
GM04219,47,17,6531.61,4,4,4,444,12,Loyal Customers,North America,24,M,Standard,4400.25,2.6378334513765802e-05
GM04220,16,7,1334.85,5,3,2,532,10,Loyal Customers,Europe,41,F,Standard,875.44,3.3094598865956325e-06
GM04221,57,35,34436.05,4,5,5,455,14,Champions,Europe,39,M,Premium,23706.43,8.948243330502571e-05
GM04222,101,12,12075.47,3,4,5,345,12,Potential Loyalists,North America,62,Other,Premium,8230.58,0.0030281596024083275
GM04223,16,18,21919.43,5,5,5,555,15,Champions,Southeast Asia,40,F,Premium,14990.37,2.8736971753636708e-06
GM04224,20,19,7032.82,5,5,4,554,14,Champions,North America,47,F,Standard,4728.18,3.175136726860931e-06
GM04225,70,19,8275.98,3,5,4,354,12,Potential Loyalists,North America,35,M,Standard,5739.4,0.00017502968200365924
GM04226,80,6,2562.77,3,2,2,322,7,Potential Loyalists,North America,49,F,Standard,1725.11,0.0006197170974948787
GM04227,322,6,989.2,1,2,2,122,5,Potential Loyalists,Europe,70,F,Budget,704.9,0.9999957903830718
GM04228,137,4,361.27,2,2,1,221,5,Potential Loyalists,North America,24,M,Budget,233.45,0.05708467362971927
GM04229,354,2,71.13,1,1,1,111,3,Lost,MENA,50,M,Budget,49.26,0.9999997095247908
GM04230,24,19,8930.29,5,5,4,554,14,Champions,Europe,22,F,Standard,6110.96,4.629437723316535e-06
GM04231,39,17,9159.01,4,4,4,444,12,Loyal Customers,North America,66,F,Standard,6037.86,1.5499707897508487e-05
GM04232,271,4,1815.07,1,2,2,122,5,Potential Loyalists,North America,45,M,Standard,1217.41,0.9996529144552191
GM04233,33,13,6755.13,4,4,4,444,12,Loyal Customers,Europe,25,M,Standard,4492.93,1.027160587668065e-05
GM04234,32,17,4942.3,4,4,3,443,11,Loyal Customers,Southeast Asia,32,F,Standard,3388.18,7.282877721309202e-06
GM04235,90,8,3330.01,3,3,3,333,9,Potential Loyalists,Central Asia,69,F,Standard,2209.96,0.0012418170731907068
GM04236,95,4,371.05,3,2,1,321,6,Potential Loyalists,Europe,21,F,Budget,246.54,0.0022431398212596635
GM04237,39,35,48777.34,4,5,5,455,14,Champions,Central Asia,51,F,Premium,32678.79,3.861688779046821e-05
GM04238,169,13,15123.869999999999,2,4,5,245,11,At Risk,North America,22,M,Premium,10439.48,0.3954899324119594
GM04239,47,30,30230.54,4,5,5,455,14,Champions,North America,50,F,Premium,20798.91,4.0038411653245886e-05
GM04240,100,11,3142.77,3,3,3,333,9,Potential Loyalists,Europe,22,M,Standard,2135.75,0.00249451497306394
GM04241,194,9,4190.49,2,3,3,233,8,Potential Loyalists,North America,55,F,Standard,2970.38,0.8329054983574657
GM04242,58,12,5353.73,3,4,3,343,10,Potential Loyalists,MENA,51,F,Standard,3655.87,7.837819919130421e-05
GM04243,21,12,15009.45,5,4,5,545,14,Champions,North America,43,M,Premium,9902.38,4.269316454294006e-06
GM04244,32,5,2079.6,4,2,2,422,8,Recent Customers,MENA,18,M,Standard,1386.74,1.1043794498491752e-05
GM04245,70,33,41492.47,3,5,5,355,13,Champions,MENA,21,F,Premium,28014.29,0.00033641229197101314
GM04246,24,5,2506.24,5,2,2,522,9,Recent Customers,Southeast Asia,56,M,Standard,1622.36,5.369610109326606e-06
GM04247,45,24,32842.51,4,5,5,455,14,Champions,Europe,71,M,Premium,22159.23,4.2674646971379924e-05
GM04248,166,6,614.9,2,2,1,221,5,Potential Loyalists,Europe,43,F,Budget,426.22,0.5184294324288875
GM04249,278,3,1613.35,1,1,2,112,4,Lost,North America,50,M,Standard,1126.64,0.9998040938205377
GM04250,81,8,4670.59,3,3,3,333,9,Potential Loyalists,Southeast Asia,50,F,Standard,3132.62,0.0005786461219096527
GM04251,31,11,6563.7,5,3,4,534,12,Loyal Customers,MENA,25,M,Standard,4516.81,9.025332691627523e-06
GM04252,130,11,4284.78,2,3,3,233,8,Potential Loyalists,Central Asia,37,F,Standard,2938.24,0.029030766535294877
GM04253,19,18,19894.76,5,5,5,555,15,Champions,Europe,33,M,Premium,13588.79,4.0275007194617496e-06
GM04254,339,6,4150.639999999999,1,2,3,123,6,Potential Loyalists,MENA,38,M,Standard,2880.36,0.9999987742807726
GM04255,71,17,8116.4400000000005,3,4,4,344,11,Potential Loyalists,Europe,62,F,Standard,5502.72,0.0002518569767034173
GM04256,76,15,10780.29,3,4,5,345,12,Potential Loyalists,North America,43,F,Standard,7429.32,0.00031161849898678
GM04257,23,17,6613.48,5,4,4,544,13,Champions,Southeast Asia,40,M,Standard,4514.75,3.912062210247785e-06
GM04258,172,3,146.49,2,1,1,211,4,Potential Loyalists,MENA,35,M,Budget,104.93,0.5766271806227312
GM04259,557,2,509.77000000000004,1,1,1,111,3,Lost,Europe,48,F,Budget,370.74,0.9999999999999771
GM04260,16,36,44212.04,5,5,5,555,15,Champions,MENA,69,F,Premium,29749.62,4.4053404888062825e-06
GM04261,101,16,8498.73,3,4,4,344,11,Potential Loyalists,Central Asia,59,Other,Standard,5769.01,0.0025929368225700257
GM04262,26,38,52660.42,5,5,5,555,15,Champions,Southeast Asia,29,Other,Premium,35463.63,1.1918234508804125e-05
GM04263,142,10,4077.12,2,3,3,233,8,Potential Loyalists,MENA,18,F,Standard,2718.65,0.07818872310620492
GM04264,42,19,7342.1,4,5,4,454,13,Champions,MENA,59,M,Standard,5024.43,1.658863730153109e-05
GM04265,20,19,24398.16,5,5,5,555,15,Champions,North America,26,F,Premium,16457.45,4.897648406551924e-06
GM04266,17,5,727.45,5,2,2,522,9,Recent Customers,MENA,20,F,Budget,476.82,3.5143699256346236e-06
GM04267,60,7,4098.15,3,3,3,333,9,Potential Loyalists,North America,68,M,Standard,2900.43,9.97802870370338e-05
GM04268,45,8,4615.77,4,3,3,433,10,Loyal Customers,Central Asia,43,M,Standard,3060.19,3.447400079896156e-05
GM04269,23,10,11443.39,5,3,5,535,13,Champions,North America,26,M,Premium,7551.38,4.6177962967676e-06
GM04270,20,13,5893.599999999999,5,4,4,544,13,Champions,Southeast Asia,59,M,Standard,4015.55,3.2373312364305385e-06
GM04271,373,3,118.83,1,1,1,111,3,Lost,North America,68,M,Budget,78.57,0.9999999360870001
GM04272,179,16,7645.82,2,4,4,244,10,At Risk,Southeast Asia,33,F,Standard,5180.99,0.5857800761878657
GM04273,59,7,801.23,3,3,2,332,8,Potential Loyalists,Europe,41,F,Budget,548.06,0.0001125858428538792
GM04274,58,8,14080.56,3,3,5,335,11,Potential Loyalists,MENA,67,F,Premium,9400.89,0.00010251460135445724
GM04275,236,9,5167.62,1,3,3,133,7,Potential Loyalists,North America,31,M,Standard,3665.14,0.9942854741347554
GM04276,45,4,306.59000000000003,4,2,1,421,7,Recent Customers,North America,20,M,Budget,211.03,5.107020894118064e-05
GM04277,94,15,6756.87,3,4,4,344,11,Potential Loyalists,MENA,51,F,Standard,4560.46,0.0014229237954727005
GM04278,13,18,23865.41,5,5,5,555,15,Champions,Europe,50,M,Premium,15935.2,2.5607528354498243e-06
GM04279,265,6,3080.8,1,2,3,123,6,Potential Loyalists,Europe,67,F,Standard,2138.83,0.9996735579746714
GM04280,275,4,955.4,1,2,2,122,5,Potential Loyalists,MENA,41,Other,Standard,676.89,0.999837514365767
GM04281,69,18,6947.48,3,5,4,354,12,Potential Loyalists,Europe,26,M,Standard,4671.28,0.00018164888230504412
GM04282,144,4,188.05,2,2,1,221,5,Potential Loyalists,North America,30,M,Budget,119.21,0.10816046940755852
GM04283,515,3,439.54999999999995,1,1,1,111,3,Lost,Europe,19,M,Budget,316.56,0.9999999999993745
GM04284,24,12,6563.7,5,4,4,544,13,Champions,Central Asia,24,F,Standard,4462.22,6.2115723865279255e-06
GM04285,22,5,2761.2,5,2,2,522,9,Recent Customers,North America,65,F,Standard,1771.3,4.6993398775419204e-06
GM04286,73,15,6513.64,3,4,4,344,11,Potential Loyalists,North America,38,F,Standard,4374.75,0.00023602115435828323
GM04287,321,4,209.08999999999997,1,2,1,121,4,Potential Loyalists,Southeast Asia,36,M,Budget,139.46,0.9999947658646844
GM04288,177,7,672.6700000000001,2,3,2,232,7,Potential Loyalists,North America,42,Other,Budget,465.98,0.6059264902052967
GM04289,16,39,43070.23,5,5,5,555,15,Champions,Europe,64,M,Premium,29111.05,3.78884795811234e-06
GM04290,63,9,5513.95,3,3,3,333,9,Potential Loyalists,North America,39,M,Standard,3684.53,0.0001354465497877437
GM04291,91,6,2159.64,3,2,2,322,7,Potential Loyalists,MENA,28,F,Standard,1455.87,0.0014274556917076664
GM04292,184,9,3428.6800000000003,2,3,3,233,8,Potential Loyalists,Central Asia,50,F,Standard,2367.42,0.7642538433021772
GM04293,188,11,4595.84,2,3,3,233,8,Potential Loyalists,North America,49,M,Standard,3171.53,0.7503201356175446
GM04294,386,4,391.34000000000003,1,2,1,121,4,Potential Loyalists,Southeast Asia,38,M,Standard,258.74,0.9999999755443022
GM04295,75,16,18787.54,3,4,5,345,12,Potential Loyalists,MENA,56,M,Premium,12987.82,0.00036526111993399614
GM04296,829,1,89.53,1,1,1,111,3,Lost,Europe,37,M,Budget,65.11,1.0
GM04297,837,1,108.41,1,1,1,111,3,Lost,Europe,25,M,Budget,78.84,1.0
GM04298,411,2,506.56000000000006,1,1,1,111,3,Lost,Europe,59,Other,Budget,342.11,0.9999999984960442
GM04299,56,15,27465.37,4,4,5,445,13,Champions,MENA,54,F,Premium,17657.52,8.642350268223236e-05
GM04300,22,8,3632.1400000000003,5,3,3,533,11,Loyal Customers,North America,26,F,Standard,2482.26,4.323184374703346e-06
GM04301,73,15,6147.4400000000005,3,4,4,344,11,Potential Loyalists,Central Asia,42,F,Standard,4034.23,0.00031951258109091376
GM04302,110,5,1453.89,2,2,2,222,6,Potential Loyalists,Southeast Asia,42,F,Standard,965.41,0.005835700670743749
GM04303,149,5,3456.38,2,2,3,223,7,Potential Loyalists,North America,50,F,Standard,2332.52,0.1546726463405787
GM04304,58,4,199.7,3,2,1,321,6,Potential Loyalists,North America,19,F,Budget,138.01,0.00011093566326895352
GM04305,16,38,46849.8,5,5,5,555,15,Champions,North America,36,M,Premium,31878.9,4.246502264185943e-06
GM04306,175,3,660.4399999999999,2,1,1,211,4,Potential Loyalists,Central Asia,63,F,Budget,459.26,0.6107948081222762
GM04307,18,5,835.61,5,2,2,522,9,Recent Customers,MENA,37,F,Budget,526.69,4.268193019854554e-06
GM04308,324,1,29.96,1,1,1,111,3,Lost,North America,59,F,Budget,19.81,0.9999962736011411
GM04309,176,4,259.06,2,2,1,221,5,Potential Loyalists,North America,58,Other,Budget,166.32,0.6011216698757129
GM04310,43,5,2475.95,4,2,2,422,8,Recent Customers,North America,59,M,Standard,1656.51,3.491667196591961e-05
GM04311,165,4,420.24,2,2,1,221,5,Potential Loyalists,Europe,46,F,Budget,277.67,0.48639314184516924
GM04312,99,12,4279.21,3,4,3,343,10,Potential Loyalists,Southeast Asia,23,M,Standard,2893.04,0.0020261223066456867
GM04313,760,1,0.0,1,1,1,111,3,Lost,Europe,34,F,Budget,0.0,1.0
GM04314,22,8,9187.47,5,3,4,534,12,Loyal Customers,Southeast Asia,42,M,Premium,6109.14,4.527141056409435e-06
GM04315,56,15,6062.87,4,4,4,444,12,Loyal Customers,Southeast Asia,55,M,Standard,4039.13,6.212398467517899e-05
GM04316,237,7,4481.85,1,3,3,133,7,Potential Loyalists,Europe,21,M,Standard,3129.1,0.9954576338867225
GM04317,567,3,1021.5,1,1,2,112,4,Lost,North America,47,F,Standard,742.91,0.9999999999999887
GM04318,113,14,7910.77,2,4,4,244,10,At Risk,Central Asia,37,M,Standard,5453.79,0.0068417728037393506
GM04319,124,19,5866.63,2,5,4,254,11,At Risk,MENA,20,F,Standard,3989.8,0.014948821664616415
GM04320,255,2,356.52000000000004,1,1,1,111,3,Lost,MENA,40,M,Budget,235.72,0.9991286986613647
GM04321,133,13,5802.74,2,4,4,244,10,At Risk,North America,68,F,Standard,3956.63,0.033229418209725956
GM04322,54,13,3186.37,4,4,3,443,11,Loyal Customers,Southeast Asia,35,F,Standard,2136.5,4.838278388597262e-05
GM04323,169,8,3564.68,2,3,3,233,8,Potential Loyalists,North America,43,M,Standard,2557.24,0.4088088492071476
GM04324,35,17,8423.81,4,4,4,444,12,Loyal Customers,MENA,53,M,Standard,5747.91,1.0607375032858511e-05
GM04325,67,9,3833.05,3,3,3,333,9,Potential Loyalists,North America,25,F,Standard,2675.17,0.0001558135179898573
GM04326,55,17,6873.450000000001,4,4,4,444,12,Loyal Customers,Southeast Asia,34,F,Standard,4761.25,5.1946727596800837e-05
GM04327,36,33,40836.94,4,5,5,455,14,Champions,Central Asia,48,F,Premium,27290.76,2.3553709467304522e-05
GM04328,21,15,7095.3,5,4,4,544,13,Champions,Southeast Asia,54,M,Standard,4692.7,3.2720357663231076e-06
GM04329,203,7,4089.32,1,3,3,133,7,Potential Loyalists,Central Asia,62,F,Standard,2956.12,0.9356365412239135
GM04330,545,6,3102.9300000000003,1,2,3,123,6,Potential Loyalists,North America,50,Other,Standard,2239.6,0.9999999999999234
GM04331,66,4,1693.77,3,2,2,322,7,Potential Loyalists,Europe,44,M,Standard,1137.13,0.00019637941493057777
GM04332,109,4,109.72999999999999,2,2,1,221,5,Potential Loyalists,Europe,62,M,Budget,71.88,0.00881734108413427
GM04333,148,16,8192.69,2,4,4,244,10,At Risk,MENA,21,M,Standard,5660.74,0.09752294805359936
GM04334,51,4,1846.72,4,2,2,422,8,Recent Customers,North America,39,F,Standard,1193.91,5.11413272284798e-05
GM04335,77,10,5795.99,3,3,4,334,10,Potential Loyalists,MENA,43,F,Standard,3921.55,0.00037399498139737314
GM04336,24,14,4877.75,5,4,3,543,12,Loyal Customers,Central Asia,49,M,Standard,3204.36,5.37969879584982e-06
GM04337,51,11,3185.71,4,3,3,433,10,Loyal Customers,North America,41,M,Standard,2143.66,4.385779841631348e-05
GM04338,104,17,7196.93,2,4,4,244,10,At Risk,Southeast Asia,63,M,Standard,4807.17,0.002768467316219151
GM04339,138,8,2426.32,2,3,2,232,7,Potential Loyalists,MENA,52,M,Standard,1728.04,0.06597252126070845
GM04340,139,7,716.89,2,3,2,232,7,Potential Loyalists,Europe,54,M,Budget,507.54,0.0959646415491595
GM04341,16,16,7558.139999999999,5,4,4,544,13,Champions,MENA,49,Other,Standard,5250.91,2.328636862964824e-06
GM04342,155,6,669.87,2,2,1,221,5,Potential Loyalists,Central Asia,24,M,Budget,440.06,0.2584026056873359
GM04343,45,3,1028.65,4,1,2,412,7,Recent Customers,North America,50,M,Standard,636.51,3.24874573539154e-05
GM04344,222,3,397.7,1,1,1,111,3,Lost,North America,48,F,Standard,262.94,0.985727280715796
GM04345,159,4,513.52,2,2,1,221,5,Potential Loyalists,North America,29,F,Budget,333.45,0.2560652827599575
GM04346,808,1,105.24,1,1,1,111,3,Lost,Europe,28,F,Budget,76.54,1.0
GM04347,73,3,586.88,3,1,1,311,5,Potential Loyalists,North America,41,M,Standard,377.15,0.0003608681989257354
GM04348,400,3,447.54,1,1,1,111,3,Lost,North America,25,M,Budget,302.07,0.9999999922621957
GM04349,106,10,3748.7,2,3,3,233,8,Potential Loyalists,North America,49,F,Standard,2596.62,0.004058934678704432
GM04350,49,7,1899.8200000000002,4,3,2,432,9,Loyal Customers,North America,55,F,Standard,1254.69,4.672790411813636e-05
GM04351,49,25,32066.5,4,5,5,455,14,Champions,North America,39,M,Premium,21312.8,5.980319251582385e-05
GM04352,82,37,59632.19,3,5,5,355,13,Champions,North America,51,F,Premium,40679.23,0.0014689391059496935
GM04353,124,4,378.65999999999997,2,2,1,221,5,Potential Loyalists,MENA,36,F,Budget,231.52,0.02202356652848124
GM04354,15,33,43663.37,5,5,5,555,15,Champions,Southeast Asia,69,M,Premium,29375.72,3.915975910119023e-06
GM04355,16,14,21072.53,5,4,5,545,14,Champions,MENA,37,F,Premium,13490.68,3.641477428121204e-06
GM04356,109,7,668.02,2,3,1,231,6,Potential Loyalists,North America,31,F,Budget,439.94,0.008332095816887467
GM04357,85,28,47083.37,3,5,5,355,13,Champions,Europe,50,M,Premium,32558.19,0.0018220231563358636
GM04358,22,16,6941.070000000001,5,4,4,544,13,Champions,North America,27,F,Standard,4618.3,3.921301065997759e-06
GM04359,22,4,1269.8200000000002,5,2,2,522,9,Recent Customers,North America,33,F,Standard,804.71,5.480147978593608e-06
GM04360,186,6,1694.6399999999999,2,2,2,222,6,Potential Loyalists,Europe,21,F,Standard,1221.13,0.7690007029192685
GM04361,210,7,1086.12,1,3,2,132,6,Potential Loyalists,Central Asia,44,M,Budget,732.09,0.9658506593133271
GM04362,57,8,2339.64,4,3,2,432,9,Loyal Customers,North America,45,M,Standard,1593.37,7.62542912978583e-05
GM04363,15,19,6905.2699999999995,5,5,4,554,14,Champions,North America,60,F,Standard,4574.74,1.8379178607501373e-06
GM04364,168,16,6185.52,2,4,4,244,10,At Risk,MENA,33,M,Standard,4256.58,0.3830428057581456
GM04365,29,7,3045.34,5,3,3,533,11,Loyal Customers,Europe,69,M,Standard,1957.89,1.1145354043545809e-05
GM04366,144,10,4452.93,2,3,3,233,8,Potential Loyalists,North America,50,M,Standard,2925.85,0.08531765402014291
GM04367,787,1,106.52,1,1,1,111,3,Lost,Central Asia,65,M,Budget,77.47,1.0
GM04368,94,13,4539.22,3,4,3,343,10,Potential Loyalists,MENA,36,Other,Standard,3036.06,0.001505495741310706
GM04369,25,6,1595.81,5,2,2,522,9,Recent Customers,Europe,38,M,Standard,1026.82,7.74223027163817e-06
GM04370,37,33,41225.95,4,5,5,455,14,Champions,Europe,39,F,Premium,28241.87,2.371399095667886e-05
GM04371,59,13,6044.88,3,4,4,344,11,Potential Loyalists,Europe,26,M,Standard,3946.66,9.034238069102877e-05
GM04372,44,39,53892.45,4,5,5,455,14,Champions,MENA,26,F,Premium,35859.23,5.410610881381504e-05
GM04373,42,7,1475.22,4,3,2,432,9,Loyal Customers,Central Asia,26,M,Standard,1044.7,3.367434482314592e-05
GM04374,227,3,583.51,1,1,1,111,3,Lost,MENA,44,F,Budget,409.0,0.9907781442619342
GM04375,35,14,5329.44,4,4,3,443,11,Loyal Customers,MENA,34,F,Standard,3545.37,1.124702088036453e-05
GM04376,73,16,8072.2,3,4,4,344,11,Potential Loyalists,MENA,61,M,Standard,5522.19,0.00025906364949559654
GM04377,165,1,59.2,2,1,1,211,4,Potential Loyalists,MENA,62,F,Budget,35.58,0.4532405549139852
GM04378,24,10,5383.14,5,3,3,533,11,Loyal Customers,North America,25,M,Standard,3565.67,4.882039093118379e-06
GM04379,128,13,5821.360000000001,2,4,4,244,10,At Risk,Europe,33,F,Standard,3989.38,0.023051890407454735
GM04380,88,17,6133.25,3,4,4,344,11,Potential Loyalists,MENA,35,Other,Standard,4251.45,0.0008548849860708364
GM04381,74,17,15483.51,3,4,5,345,12,Potential Loyalists,Central Asia,50,F,Premium,10679.32,0.0003641532555402956
GM04382,70,6,621.47,3,2,1,321,6,Potential Loyalists,Central Asia,18,F,Budget,403.12,0.00035714697814961607
GM04383,398,7,2134.16,1,3,2,132,6,Potential Loyalists,North America,29,M,Standard,1517.8,0.9999999887199359
GM04384,315,3,588.04,1,1,1,111,3,Lost,North America,23,M,Budget,412.48,0.9999919049398657
GM04385,92,27,37426.479999999996,3,5,5,355,13,Champions,Southeast Asia,58,M,Premium,24135.78,0.001664382949905205
GM04386,109,14,6333.76,2,4,4,244,10,At Risk,North America,22,F,Standard,4483.93,0.004385100623115761
GM04387,121,13,10424.99,2,4,5,245,11,At Risk,Southeast Asia,33,F,Premium,7134.64,0.014662053238921705
GM04388,34,32,41249.0,4,5,5,455,14,Champions,Central Asia,35,M,Premium,28412.57,2.0044411215565478e-05
GM04389,46,11,4584.18,4,3,3,433,10,Loyal Customers,Central Asia,66,F,Standard,3011.88,3.640624576763869e-05
GM04390,92,13,3713.73,3,4,3,343,10,Potential Loyalists,Central Asia,35,M,Standard,2420.71,0.0012668865160412293
GM04391,215,5,734.84,1,2,2,122,5,Potential Loyalists,Europe,18,M,Budget,502.26,0.9845602088612031
GM04392,349,3,2359.44,1,1,2,112,4,Lost,MENA,36,F,Standard,1635.96,0.9999993897369712
GM04393,498,6,866.71,1,2,2,122,5,Potential Loyalists,North America,71,M,Standard,626.06,0.9999999999966849
GM04394,136,12,6898.04,2,4,4,244,10,At Risk,Central Asia,25,F,Standard,4571.39,0.04353258076028653
GM04395,156,18,8960.53,2,5,4,254,11,At Risk,Southeast Asia,20,M,Standard,6132.95,0.17578175886102598
GM04396,24,11,3639.77,5,3,3,533,11,Loyal Customers,North America,42,F,Standard,2355.88,5.1711057953971e-06
GM04397,130,19,6435.610000000001,2,5,4,254,11,At Risk,Europe,22,M,Standard,4441.3,0.021312621764142173
GM04398,59,39,57089.26,3,5,5,355,13,Champions,Central Asia,57,M,Premium,38913.73,0.000223177016301032
GM04399,173,5,834.08,2,2,2,222,6,Potential Loyalists,Europe,36,F,Budget,522.95,0.5587623742643429
GM04400,180,6,3337.31,2,2,3,223,7,Potential Loyalists,Europe,35,F,Standard,2250.43,0.7026099646114212
GM04401,88,15,7453.44,3,4,4,344,11,Potential Loyalists,Europe,67,M,Standard,5018.88,0.001003938280155111
GM04402,68,28,27116.94,3,5,5,355,13,Champions,MENA,70,M,Premium,18707.32,0.00019972437200995583
GM04403,22,15,7243.780000000001,5,4,4,544,13,Champions,Europe,48,F,Standard,4686.17,3.957236082010335e-06
GM04404,18,17,9146.39,5,4,4,544,13,Champions,Europe,50,M,Standard,6401.59,3.23414856315469e-06
GM04405,14,18,6862.11,5,5,4,554,14,Champions,Southeast Asia,64,F,Standard,4388.24,1.66665240204412e-06
GM04406,180,11,4394.51,2,3,3,233,8,Potential Loyalists,North America,35,F,Standard,3002.02,0.6123660580304569
GM04407,21,5,593.87,5,2,1,521,8,Recent Customers,Southeast Asia,56,M,Budget,399.23,4.8859390469456145e-06
GM04408,49,14,5543.08,4,4,3,443,11,Loyal Customers,Europe,33,M,Standard,3749.02,4.1682574135244194e-05
GM04409,40,5,2411.65,4,2,2,422,8,Recent Customers,MENA,33,F,Standard,1644.5,2.1279018097347518e-05
GM04410,16,19,7350.51,5,5,4,554,14,Champions,North America,64,M,Standard,5052.51,2.482793384231657e-06
GM04411,45,4,446.07,4,2,1,421,7,Recent Customers,Central Asia,55,F,Budget,294.36,4.120279520316882e-05
GM04412,25,33,47856.1,5,5,5,555,15,Champions,Central Asia,58,M,Premium,32301.3,1.2018297083068773e-05
GM04413,278,2,388.98,1,1,1,111,3,Lost,North America,24,F,Budget,279.27,0.9998383657558289
GM04414,541,1,8.06,1,1,1,111,3,Lost,North America,31,M,Budget,5.33,0.9999999999999336
GM04415,18,9,6215.32,5,3,4,534,12,Loyal Customers,MENA,60,F,Standard,4204.11,2.9469349256137584e-06
GM04416,69,4,164.86,3,2,1,321,6,Potential Loyalists,MENA,70,M,Budget,117.1,0.0002851129391235559
GM04417,63,8,3806.8900000000003,3,3,3,333,9,Potential Loyalists,MENA,65,M,Standard,2446.6,0.00012720461542341138
GM04418,66,11,5012.86,3,3,3,333,9,Potential Loyalists,Central Asia,42,F,Standard,3479.75,0.00016880009716068391
GM04419,143,18,8066.27,2,5,4,254,11,At Risk,Europe,49,M,Standard,5640.73,0.07042396825862973
GM04420,213,4,1583.8,1,2,2,122,5,Potential Loyalists,Europe,55,M,Standard,1047.14,0.976438056278204
GM04421,45,12,23644.43,4,4,5,445,13,Champions,Central Asia,39,M,Premium,16160.2,3.288209271446592e-05
GM04422,212,5,2121.21,1,2,2,122,5,Potential Loyalists,Southeast Asia,33,M,Standard,1437.31,0.9596779523826557
GM04423,78,8,4627.25,3,3,3,333,9,Potential Loyalists,North America,69,F,Standard,3152.29,0.00041703770632111416
GM04424,106,5,599.76,2,2,1,221,5,Potential Loyalists,North America,46,F,Budget,420.59,0.005970870553472723
